Code Smell,Project,Package,Class,Class,IsSmell,SeverityLevel,Severity,ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,AMW_type,ATFD_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_type,NIM_type,NOA_type,NOCS_package,NOCS_project,NOMNAMM_project,NOMNAMM_type,NOM_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,NOM_type,AMWNAMM_type,NOCS_type,NOM_package,NOMNAMM_package,LOCNAMM_package,LOC_project,LOCNAMM_project,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Large Class,Aseprite,Aseprite,AudioProcessor,AudioProcessor,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,1,15,0,0,0,0,0,1,0,0,15,13,0,0,0,0,1,0,0,0,0,0
Large Class,Aseprite,Aseprite,AudioReader,AudioReader,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,1,15,0,0,0,0,0,1,0,0,15,13,0,0,0,0,1,0,0,0,0,0
Large Class,Aseprite,Aseprite,AudioWriter,AudioWriter,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,3,15,0,0,0,0,0,3,0,0,15,13,0,0,0,0,1,0,0,0,0,0
Large Class,Aseprite,Aseprite,Calc,Calc,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,13,1,15,0,0,0,0,0,1,0,0,15,13,0,0,0,0,1,0,0,0,0,0
Large Class,Aseprite,Aseprite,ProcessedAseprite,ProcessedAseprite,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,17,13,0,15,0,0,0,0,0,0,0,0,15,13,0,0,0,0,1,0,0,0,2,0
Large Class,BurningKnight,BurningKnight,BK,BK,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1354,2771,5,5064,0,0,0,0,0,5,0,0,9,6,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight,Events,Events,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1354,2771,0,5064,0,0,0,0,0,0,0,0,9,6,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight,Settings,Settings,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,1354,2771,1,5064,0,0,0,0,0,4,0,0,9,6,0,0,0,0,1,0,0,0,0,2
Large Class,BurningKnight,BurningKnight,Tags,Tags,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,1354,2771,0,5064,0,0,0,0,0,0,0,0,9,6,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.assets,CommonAse,CommonAse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1354,2771,0,5064,0,0,0,0,0,1,0,0,26,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.assets,Dialogs,Dialogs,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1354,2771,3,5064,0,0,0,0,0,5,0,0,26,10,0,0,0,0,1,0,0,0,0,1
Large Class,BurningKnight,BurningKnight.assets,Font,Font,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1354,2771,1,5064,0,0,0,0,0,2,0,0,26,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.assets,ImGuiHelper,ImGuiHelper,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,1354,2771,4,5064,0,0,0,0,0,14,0,0,26,10,0,0,0,0,1,0,0,0,0,12
Large Class,BurningKnight,BurningKnight.assets,Palette,Palette,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1354,2771,0,5064,0,0,0,0,0,1,0,0,26,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.assets,Shaders,Shaders,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1354,2771,2,5064,0,0,0,0,0,3,0,0,26,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,BiomeCommand,BiomeCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,BuffCommand,BuffCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,CheatWindow,CheatWindow,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,1354,2771,0,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,Console,Console,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,1354,2771,0,5064,0,0,0,0,0,5,0,0,36,27,0,0,0,0,1,0,0,0,6,7
Large Class,BurningKnight,BurningKnight.debug,ConsoleCommand,ConsoleCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,3,0
Large Class,BurningKnight,BurningKnight.debug,DebugCommand,DebugCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,DieCommand,DieCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,EntityCommand,EntityCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,ExploreCommand,ExploreCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,GiveCommand,GiveCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,GodModeCommand,GodModeCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,HappeningCommand,HappeningCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,HealCommand,HealCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,HurtCommand,HurtCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,LevelCommand,LevelCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,LevelLayerDebug,LevelLayerDebug,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,1354,2771,0,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,LootTableEditor,LootTableEditor,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,1354,2771,0,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,6
Large Class,BurningKnight,BurningKnight.debug,PassableCommand,PassableCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,PoolEditor,PoolEditor,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,1354,2771,0,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,7
Large Class,BurningKnight,BurningKnight.debug,SaveCommand,SaveCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,SpawnCommand,SpawnCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,TileCommand,TileCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.debug,ZoomCommand,ZoomCommand,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,2,5064,0,0,0,0,0,2,0,0,36,27,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity,BlankMaker,BlankMaker,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1354,2771,0,5064,0,0,0,0,0,1,0,0,18,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity,Cursor,Cursor,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1354,2771,1,5064,0,0,0,0,0,4,0,0,18,10,0,0,0,0,1,0,0,0,7,6
Large Class,BurningKnight,BurningKnight.entity,ExplosionMaker,ExplosionMaker,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1354,2771,5,5064,0,0,0,0,0,5,0,0,18,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity,Layers,Layers,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,1354,2771,0,5064,0,0,0,0,0,0,0,0,18,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity,Lego,Lego,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1354,2771,2,5064,0,0,0,0,0,2,0,0,18,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity,RenderTrigger,RenderTrigger,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1354,2771,0,5064,0,0,0,0,0,1,0,0,18,10,0,0,0,0,1,0,0,0,2,1
Large Class,BurningKnight,BurningKnight.entity,RenderTriggerManager,RenderTriggerManager,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1354,2771,0,5064,0,0,0,0,0,3,0,0,18,10,0,0,0,0,1,0,0,0,2,2
Large Class,BurningKnight,BurningKnight.entity,SpawnPoint,SpawnPoint,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1354,2771,2,5064,0,0,0,0,0,2,0,0,18,10,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity.creature.player,HeartsComponent,HeartsComponent,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,1354,2771,0,5064,0,0,0,0,0,6,0,0,111,50,0,0,0,0,1,0,0,0,3,3
Large Class,BurningKnight,BurningKnight.entity.creature.player,PlayerInputComponent,PlayerInputComponent,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,1354,2771,1,5064,0,0,0,0,0,3,0,0,111,50,0,0,0,0,1,0,0,0,4,4
Large Class,BurningKnight,BurningKnight.entity.door,ConditionLock,ConditionLock,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1354,2771,3,5064,0,0,0,0,0,4,0,0,196,144,0,0,0,0,1,0,0,0,1,1
Large Class,BurningKnight,BurningKnight.entity.door,HeadDoor,HeadDoor,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,1354,2771,8,5064,0,0,0,0,0,11,0,0,196,144,0,0,0,0,1,0,0,0,2,2
Large Class,BurningKnight,BurningKnight.entity.door,ScourgedDoor,ScourgedDoor,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,1354,2771,9,5064,0,0,0,0,0,12,0,0,196,144,0,0,0,0,1,0,0,0,2,2
Large Class,BurningKnight,BurningKnight.entity.door,VerticalShopDoor,VerticalShopDoor,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1354,2771,0,5064,0,0,0,0,0,0,0,0,196,144,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity.events,BuffRemovedEvent,BuffRemovedEvent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.entity.events,ConsumableRemovedEvent,ConsumableRemovedEvent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,3,0
Large Class,BurningKnight,BurningKnight.entity.events,DiedEvent,DiedEvent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,3,0
Large Class,BurningKnight,BurningKnight.entity.events,ItemCheckEvent,ItemCheckEvent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,3,0
Large Class,BurningKnight,BurningKnight.entity.events,MobTargetChange,MobTargetChange,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,3,0
Large Class,BurningKnight,BurningKnight.entity.events,ProjectileCreatedEvent,ProjectileCreatedEvent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,3,0
Large Class,BurningKnight,BurningKnight.entity.events,QuackEvent,QuackEvent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.entity.events,SaveStartedEvent,SaveStartedEvent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity.events,SecretRoomFoundEvent,SecretRoomFoundEvent,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1354,2771,0,5064,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.entity.fx,Firefly,Firefly,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1354,2771,0,5064,0,0,0,0,0,4,0,0,34,6,0,0,0,0,1,0,0,0,6,7
Large Class,BurningKnight,BurningKnight.entity.item,ItemGraphicsComponent,ItemGraphicsComponent,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,1354,2771,2,5064,0,0,0,0,0,5,0,0,101,48,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.entity.item.renderer,ItemRenderer,ItemRenderer,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1354,2771,2,5064,0,0,0,0,0,4,0,0,18,6,0,0,0,0,1,0,0,0,4,1
Large Class,BurningKnight,BurningKnight.entity.item.use,GiveBuffImmunityUse,GiveBuffImmunityUse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,123,1354,2771,2,5064,0,0,0,0,0,4,0,0,290,129,0,0,0,0,1,0,0,0,2,0
Large Class,BurningKnight,BurningKnight.entity.item.use,GiveWeaponUse,GiveWeaponUse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,1354,2771,1,5064,0,0,0,0,0,3,0,0,290,129,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.entity.item.use,MakeBombsHomeUse,MakeBombsHomeUse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,1354,2771,1,5064,0,0,0,0,0,3,0,0,290,129,0,0,0,0,1,0,0,0,1,1
Large Class,BurningKnight,BurningKnight.entity.item.use,MakeProjectileExpandUse,MakeProjectileExpandUse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,1354,2771,1,5064,0,0,0,0,0,3,0,0,290,129,0,0,0,0,1,0,0,0,1,1
Large Class,BurningKnight,BurningKnight.entity.item.use,ModifyActiveChargeUse,ModifyActiveChargeUse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,123,1354,2771,1,5064,0,0,0,0,0,3,0,0,290,129,0,0,0,0,1,0,0,0,2,2
Large Class,BurningKnight,BurningKnight.entity.item.use,ModifyGameSaveValueUse,ModifyGameSaveValueUse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123,1354,2771,1,5064,0,0,0,0,0,3,0,0,290,129,0,0,0,0,1,0,0,0,3,3
Large Class,BurningKnight,BurningKnight.entity.item.use,ModifyManaUse,ModifyManaUse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123,1354,2771,1,5064,0,0,0,0,0,3,0,0,290,129,0,0,0,0,1,0,0,0,3,0
Large Class,BurningKnight,BurningKnight.entity.item.use,RandomActiveUse,RandomActiveUse,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1354,2771,1,5064,0,0,0,0,0,1,0,0,290,129,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity.pc,Controller,Controller,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1354,2771,1,5064,0,0,0,0,0,2,0,0,10,4,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.entity.projectile.pattern,KeepShapePattern,KeepShapePattern,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1354,2771,1,5064,0,0,0,0,0,1,0,0,4,4,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity.room.controllable,Support,Support,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1354,2771,1,5064,0,0,0,0,0,1,0,0,28,15,0,0,0,0,1,0,0,0,1,0
Large Class,BurningKnight,BurningKnight.entity.room.controllable.turret,Turret,Turret,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1354,2771,9,5064,0,0,0,0,0,15,0,0,19,13,0,0,0,0,1,0,0,0,6,1
Large Class,BurningKnight,BurningKnight.entity.room.controller,ChallengeRoomController,ChallengeRoomController,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1354,2771,2,5064,0,0,0,0,0,7,0,0,31,14,0,0,0,0,1,0,0,0,2,2
Large Class,BurningKnight,BurningKnight.entity.room.controller,TimedPistonSwitchController,TimedPistonSwitchController,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1354,2771,1,5064,0,0,0,0,0,1,0,0,31,14,0,0,0,0,1,0,0,0,0,0
Large Class,BurningKnight,BurningKnight.entity.twitch,TwitchExit,TwitchExit,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1354,2771,5,5064,0,0,0,0,0,7,0,0,18,9,0,0,0,0,1,0,0,0,1,1
Large Class,BurningKnight,BurningKnight.entity.twitch.happening,BombingHappening,BombingHappening,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,1354,2771,0,5064,0,0,0,0,0,2,0,0,33,18,0,0,0,0,1,0,0,0,2,2
Large Class,BurningKnight,BurningKnight.entity.twitch.happening,GiveShieldHappening,GiveShieldHappening,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1354,2771,1,5064,0,0,0,0,0,1,0,0,33,18,0,0,0,0,1,0,0,0,0,0
