Code Smell,New Code Snippet ID,Severity,Code Snippet ID
Long Method,BurningKnight.assets.ImGuiHelper.RenderNodes,2,BurningKnight.assets.ImGuiHelper.RenderNodes()
Long Method,BurningKnight.assets.ImGuiHelper.RenderPaste,0,BurningKnight.assets.ImGuiHelper.RenderPaste()
Long Method,BurningKnight.assets.ImGuiHelper.RenderVoidMenu,0,BurningKnight.assets.ImGuiHelper.RenderVoidMenu()
Long Method,BurningKnight.assets.Palette.Define,0,"BurningKnight.assets.Palette.Define(string, Color)"
Long Method,BurningKnight.assets.Shaders.Begin,0,BurningKnight.assets.Shaders.Begin(Effect)
Long Method,BurningKnight.assets.Shaders.End,0,BurningKnight.assets.Shaders.End()
Long Method,BurningKnight.assets.Shaders.Load,0,BurningKnight.assets.Shaders.Load()
Long Method,BurningKnight.BK.Initialize,0,BurningKnight.BK.Initialize()
Long Method,BurningKnight.BK.RenderUi,0,BurningKnight.BK.RenderUi()
Long Method,BurningKnight.BK.RunBash,0,BurningKnight.BK.RunBash(string)
Long Method,BurningKnight.BK.UnloadContent,0,BurningKnight.BK.UnloadContent()
Long Method,BurningKnight.BK.Update,0,BurningKnight.BK.Update(GameTime)
Long Method,BurningKnight.debug.BiomeCommand.BiomeCommand,0,BurningKnight.debug.BiomeCommand.BiomeCommand()
Long Method,BurningKnight.debug.BiomeCommand.Run,0,"BurningKnight.debug.BiomeCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.BuffCommand.BuffCommand,0,BurningKnight.debug.BuffCommand.BuffCommand()
Long Method,BurningKnight.debug.BuffCommand.Run,0,"BurningKnight.debug.BuffCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.CheatWindow.Render,1,BurningKnight.debug.CheatWindow.Render()
Long Method,BurningKnight.debug.Console.AddCommand,0,BurningKnight.debug.Console.AddCommand(BurningKnight.debug.ConsoleCommand)
Long Method,BurningKnight.debug.Console.Console,0,BurningKnight.debug.Console.Console(Lens.entity.Area)
Long Method,BurningKnight.debug.Console.Print,0,BurningKnight.debug.Console.Print(string)
Long Method,BurningKnight.debug.Console.Render,2,BurningKnight.debug.Console.Render()
Long Method,BurningKnight.debug.Console.RunCommand,1,BurningKnight.debug.Console.RunCommand(string)
Long Method,BurningKnight.debug.Console.Update,0,BurningKnight.debug.Console.Update(float)
Long Method,BurningKnight.debug.ConsoleCommand.AutoComplete,0,BurningKnight.debug.ConsoleCommand.AutoComplete(string)
Long Method,BurningKnight.debug.DebugCommand._Init,0,BurningKnight.debug.DebugCommand._Init()
Long Method,BurningKnight.debug.DebugCommand.DebugCommand,0,BurningKnight.debug.DebugCommand.DebugCommand()
Long Method,BurningKnight.debug.DebugCommand.Run,0,"BurningKnight.debug.DebugCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.DieCommand._Init,0,BurningKnight.debug.DieCommand._Init()
Long Method,BurningKnight.debug.DieCommand.DieCommand,0,BurningKnight.debug.DieCommand.DieCommand()
Long Method,BurningKnight.debug.DieCommand.Run,0,"BurningKnight.debug.DieCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.EntityCommand.EntityCommand,0,BurningKnight.debug.EntityCommand.EntityCommand()
Long Method,BurningKnight.debug.EntityCommand.Run,0,"BurningKnight.debug.EntityCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.ExploreCommand.ExploreCommand,0,BurningKnight.debug.ExploreCommand.ExploreCommand()
Long Method,BurningKnight.debug.ExploreCommand.Run,0,"BurningKnight.debug.ExploreCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.GiveCommand._Init,0,BurningKnight.debug.GiveCommand._Init()
Long Method,BurningKnight.debug.GiveCommand.GiveCommand,0,BurningKnight.debug.GiveCommand.GiveCommand()
Long Method,BurningKnight.debug.GiveCommand.Run,2,"BurningKnight.debug.GiveCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.GodModeCommand._Init,0,BurningKnight.debug.GodModeCommand._Init()
Long Method,BurningKnight.debug.GodModeCommand.GodModeCommand,0,BurningKnight.debug.GodModeCommand.GodModeCommand()
Long Method,BurningKnight.debug.GodModeCommand.Run,0,"BurningKnight.debug.GodModeCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.HappeningCommand.HappeningCommand,0,BurningKnight.debug.HappeningCommand.HappeningCommand()
Long Method,BurningKnight.debug.HappeningCommand.Run,1,"BurningKnight.debug.HappeningCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.HealCommand._Init,0,BurningKnight.debug.HealCommand._Init()
Long Method,BurningKnight.debug.HealCommand.HealCommand,0,BurningKnight.debug.HealCommand.HealCommand()
Long Method,BurningKnight.debug.HealCommand.Run,0,"BurningKnight.debug.HealCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.HurtCommand._Init,0,BurningKnight.debug.HurtCommand._Init()
Long Method,BurningKnight.debug.HurtCommand.HurtCommand,0,BurningKnight.debug.HurtCommand.HurtCommand()
Long Method,BurningKnight.debug.HurtCommand.Run,0,"BurningKnight.debug.HurtCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.LevelCommand._Init,0,BurningKnight.debug.LevelCommand._Init()
Long Method,BurningKnight.debug.LevelCommand.LevelCommand,0,BurningKnight.debug.LevelCommand.LevelCommand()
Long Method,BurningKnight.debug.LevelCommand.Run,0,"BurningKnight.debug.LevelCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.LevelLayerDebug.Render,1,BurningKnight.debug.LevelLayerDebug.Render()
Long Method,BurningKnight.debug.LootTableEditor.Render,3,BurningKnight.debug.LootTableEditor.Render()
Long Method,BurningKnight.debug.PassableCommand.PassableCommand,0,BurningKnight.debug.PassableCommand.PassableCommand()
Long Method,BurningKnight.debug.PassableCommand.Run,0,"BurningKnight.debug.PassableCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.PoolEditor.Render,3,BurningKnight.debug.PoolEditor.Render()
Long Method,BurningKnight.debug.SaveCommand.Run,1,"BurningKnight.debug.SaveCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.SaveCommand.SaveCommand,0,BurningKnight.debug.SaveCommand.SaveCommand()
Long Method,BurningKnight.debug.SpawnCommand.Run,1,"BurningKnight.debug.SpawnCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.SpawnCommand.SpawnCommand,0,BurningKnight.debug.SpawnCommand.SpawnCommand()
Long Method,BurningKnight.debug.TileCommand.Run,0,"BurningKnight.debug.TileCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.TileCommand.TileCommand,0,BurningKnight.debug.TileCommand.TileCommand()
Long Method,BurningKnight.debug.ZoomCommand._Init,0,BurningKnight.debug.ZoomCommand._Init()
Long Method,BurningKnight.debug.ZoomCommand.Run,0,"BurningKnight.debug.ZoomCommand.Run(BurningKnight.debug.Console, string[])"
Long Method,BurningKnight.debug.ZoomCommand.ZoomCommand,0,BurningKnight.debug.ZoomCommand.ZoomCommand()
Long Method,BurningKnight.entity.BlankMaker.Make,1,"BurningKnight.entity.BlankMaker.Make(Microsoft.Xna.Framework.Vector2, Lens.entity.Area, float)"
Long Method,BurningKnight.entity.Cursor.Init,0,BurningKnight.entity.Cursor.Init()
Long Method,BurningKnight.entity.Cursor.Jump,0,BurningKnight.entity.Cursor.Jump(Lens.util.camera.Camera.Target)
Long Method,BurningKnight.entity.Cursor.Render,0,BurningKnight.entity.Cursor.Render()
Long Method,BurningKnight.entity.Cursor.Update,3,BurningKnight.entity.Cursor.Update(float)
Long Method,BurningKnight.entity.ExplosionMaker.BreakRock,1,"BurningKnight.entity.ExplosionMaker.BreakRock(BurningKnight.level.Level, BurningKnight.util.geometry.Dot, int, int, BurningKnight.level.tile.Tile)"
Long Method,BurningKnight.entity.ExplosionMaker.CheckForCracks,1,"BurningKnight.entity.ExplosionMaker.CheckForCracks(BurningKnight.level.Level, BurningKnight.entity.room.Room, Lens.entity.Entity)"
Long Method,BurningKnight.entity.ExplosionMaker.DiscoverCrack,0,"BurningKnight.entity.ExplosionMaker.DiscoverCrack(Lens.entity.Entity, BurningKnight.level.Level, int, int)"
Long Method,BurningKnight.entity.ExplosionMaker.LightUp,1,"BurningKnight.entity.ExplosionMaker.LightUp(float, float)"
Long Method,BurningKnight.entity.ExplosionMaker.Make,3,"BurningKnight.entity.ExplosionMaker.Make(Lens.entity.Entity, float, bool, BurningKnight.util.Vec2, float, float, bool)"
Long Method,BurningKnight.entity.item.use.MakeProjectilesBlankOnDeathUse.HandleEvent,0,BurningKnight.entity.item.use.MakeProjectilesBlankOnDeathUse.HandleEvent(Lens.entity.Event)
Long Method,BurningKnight.entity.item.use.MakeRollKickProjectilesUse.HandleEvent,2,BurningKnight.entity.item.use.MakeRollKickProjectilesUse.HandleEvent(Lens.entity.Event)
Long Method,BurningKnight.entity.item.use.ModifyProjectilesUse.ApplyBuff,2,"BurningKnight.entity.item.use.ModifyProjectilesUse.ApplyBuff(BurningKnight.entity.projectile.Projectile, string, bool)"
Long Method,BurningKnight.entity.item.use.parent.DoUsesUse.Use,0,"BurningKnight.entity.item.use.parent.DoUsesUse.Use(Lens.entity.Entity, BurningKnight.entity.item.Item)"
Long Method,BurningKnight.entity.item.use.SaleItemsUse.RenderDebug,0,BurningKnight.entity.item.use.SaleItemsUse.RenderDebug(Lens.lightJson.JsonValue)
Long Method,BurningKnight.entity.item.use.ShootLaserUse.Setup,2,BurningKnight.entity.item.use.ShootLaserUse.Setup(Lens.lightJson.JsonValue)
Long Method,BurningKnight.entity.item.use.SpawnDropUse.RenderDebug,0,BurningKnight.entity.item.use.SpawnDropUse.RenderDebug(Lens.lightJson.JsonValue)
Long Method,BurningKnight.entity.item.use.SpawnOrbitalUse.Setup,0,BurningKnight.entity.item.use.SpawnOrbitalUse.Setup(Lens.lightJson.JsonValue)
Long Method,BurningKnight.entity.item.use.SpawnProjectilesUse.RenderDebug,1,BurningKnight.entity.item.use.SpawnProjectilesUse.RenderDebug(Lens.lightJson.JsonValue)
Long Method,BurningKnight.entity.Lego.AddComponents,0,BurningKnight.entity.Lego.AddComponents()
Long Method,BurningKnight.entity.Lego.HandleEvent,0,BurningKnight.entity.Lego.HandleEvent(Lens.entity.Event)
Long Method,BurningKnight.entity.projectile.controller.SlowdownProjectileController.Make,0,"BurningKnight.entity.projectile.controller.SlowdownProjectileController.Make(float, float, float)"
Long Method,BurningKnight.entity.projectile.controller.WhatController.Make,0,BurningKnight.entity.projectile.controller.WhatController.Make()
Long Method,BurningKnight.entity.projectile.Missile.HandleEvent,0,BurningKnight.entity.projectile.Missile.HandleEvent(Lens.entity.Event)
Long Method,BurningKnight.entity.projectile.Projectile.ShouldCollide,1,BurningKnight.entity.projectile.Projectile.ShouldCollide(Lens.entity.Entity)
Long Method,BurningKnight.entity.projectile.ProjectilePattern.Kill,0,BurningKnight.entity.projectile.ProjectilePattern.Kill()
Long Method,BurningKnight.entity.RenderTrigger.Render,0,BurningKnight.entity.RenderTrigger.Render()
Long Method,BurningKnight.entity.RenderTrigger.RenderTrigger,0,"BurningKnight.entity.RenderTrigger.RenderTrigger(Action, int)"
Long Method,"BurningKnight.entity.RenderTrigger.RenderTrigger(Lens.entity.Entity, Action, int)",0,"BurningKnight.entity.RenderTrigger.RenderTrigger(Lens.entity.Entity, Action, int)"
Long Method,BurningKnight.entity.RenderTriggerManager.Add,0,BurningKnight.entity.RenderTriggerManager.Add(BurningKnight.entity.RenderTrigger)
Long Method,BurningKnight.entity.RenderTriggerManager.Destroy,0,BurningKnight.entity.RenderTriggerManager.Destroy()
Long Method,BurningKnight.entity.RenderTriggerManager.RenderTriggerManager,0,BurningKnight.entity.RenderTriggerManager.RenderTriggerManager(Lens.entity.Entity)
Long Method,BurningKnight.entity.RenderTriggerManager.Update,0,BurningKnight.entity.RenderTriggerManager.Update()
Long Method,BurningKnight.entity.room.controllable.platform.Platform.Load,0,BurningKnight.entity.room.controllable.platform.Platform.Load(Lens.util.file.FileReader)
Long Method,BurningKnight.entity.room.controllable.spikes.Spikes.AddComponents,0,BurningKnight.entity.room.controllable.spikes.Spikes.AddComponents()
Long Method,BurningKnight.entity.room.controllable.spikes.Spikes.HidingState.Update,0,BurningKnight.entity.room.controllable.spikes.Spikes.HidingState.Update(float)
Long Method,BurningKnight.entity.room.controllable.spikes.Spikes.ShowingState.Init,0,BurningKnight.entity.room.controllable.spikes.Spikes.ShowingState.Init()
Long Method,BurningKnight.entity.room.controller.BossRoomController.Init,0,BurningKnight.entity.room.controller.BossRoomController.Init()
Long Method,BurningKnight.entity.room.controller.ChallengeRoomController.Init,0,BurningKnight.entity.room.controller.ChallengeRoomController.Init()
Long Method,BurningKnight.entity.room.controller.RoomControllerRegistery.Add,0,"BurningKnight.entity.room.controller.RoomControllerRegistery.Add<T>(string, BurningKnight.assets.mod.Mod)"
Long Method,BurningKnight.entity.room.input.Button.ApplyState,0,BurningKnight.entity.room.input.Button.ApplyState()
Long Method,BurningKnight.entity.room.input.PreasurePlate.AddComponents,0,BurningKnight.entity.room.input.PreasurePlate.AddComponents()
Long Method,BurningKnight.entity.room.input.PreasurePlate.HandleEvent,2,BurningKnight.entity.room.input.PreasurePlate.HandleEvent(Lens.entity.Event)
Long Method,BurningKnight.entity.room.Room.GetPool,0,BurningKnight.entity.room.Room.GetPool()
Long Method,BurningKnight.entity.room.Room.PaintTunnel,3,"BurningKnight.entity.room.Room.PaintTunnel(List<BurningKnight.entity.door.Door>, BurningKnight.level.tile.Tile, BurningKnight.util.geometry.Rect, bool, bool, bool)"
Long Method,BurningKnight.entity.SpawnPoint.AddComponents,0,BurningKnight.entity.SpawnPoint.AddComponents()
Long Method,BurningKnight.entity.SpawnPoint.Render,0,BurningKnight.entity.SpawnPoint.Render()
Long Method,BurningKnight.entity.twitch.happening.RerollHappening.Reroll,0,BurningKnight.entity.twitch.happening.RerollHappening.Reroll(BurningKnight.entity.component.ItemComponent)
Long Method,BurningKnight.entity.twitch.TwitchNpc.AddComponents,0,BurningKnight.entity.twitch.TwitchNpc.AddComponents()
Long Method,BurningKnight.level.biome.Biome.Biome,0,"BurningKnight.level.biome.Biome.Biome(string, string, string, Color)"
Long Method,BurningKnight.level.builders.InfinityBuilder.RandomBranchAngle,1,BurningKnight.level.builders.InfinityBuilder.RandomBranchAngle(BurningKnight.level.rooms.RoomDef)
Long Method,BurningKnight.level.challenge.ChallengeRegistry.Get,0,BurningKnight.level.challenge.ChallengeRegistry.Get(byte)
Long Method,BurningKnight.level.Chasm.AddComponents,0,BurningKnight.level.Chasm.AddComponents()
Long Method,BurningKnight.level.Chasm.ShouldCollide,0,BurningKnight.level.Chasm.ShouldCollide(Lens.entity.Entity)
Long Method,BurningKnight.level.ChasmBodyComponent.Check,0,"BurningKnight.level.ChasmBodyComponent.Check(BurningKnight.level.Level, int, int)"
Long Method,BurningKnight.level.ChasmBodyComponent.Create,1,BurningKnight.level.ChasmBodyComponent.Create()
Long Method,BurningKnight.level.ChasmBodyComponent.CreateBody,0,BurningKnight.level.ChasmBodyComponent.CreateBody()
Long Method,BurningKnight.level.ChasmBodyComponent.Destroy,0,BurningKnight.level.ChasmBodyComponent.Destroy()
Long Method,BurningKnight.level.ChasmBodyComponent.Init,0,BurningKnight.level.ChasmBodyComponent.Init()
Long Method,BurningKnight.level.ChasmBodyComponent.ReCreateBodyChunk,0,"BurningKnight.level.ChasmBodyComponent.ReCreateBodyChunk(int, int)"
Long Method,BurningKnight.level.ChasmBodyComponent.RecreateChunk,2,"BurningKnight.level.ChasmBodyComponent.RecreateChunk(int, int)"
Long Method,BurningKnight.level.ChasmBodyComponent.Update,2,BurningKnight.level.ChasmBodyComponent.Update(float)
Long Method,BurningKnight.level.DoorPlaceholder.DoorPlaceholder,0,BurningKnight.level.DoorPlaceholder.DoorPlaceholder(BurningKnight.util.geometry.Dot)
Long Method,BurningKnight.level.entities.building.House.AddComponents,0,BurningKnight.level.entities.building.House.AddComponents()
Long Method,BurningKnight.level.entities.building.Thing.Load,0,BurningKnight.level.entities.building.Thing.Load(Lens.util.file.FileReader)
Long Method,BurningKnight.level.entities.building.Thing.Render,0,BurningKnight.level.entities.building.Thing.Render()
Long Method,BurningKnight.level.entities.building.Thing.Save,0,BurningKnight.level.entities.building.Thing.Save(Lens.util.file.FileWriter)
Long Method,BurningKnight.level.entities.chest.Chest.Interact,0,BurningKnight.level.entities.chest.Chest.Interact(Lens.entity.Entity)
Long Method,BurningKnight.level.entities.chest.GlassChest.PostInit,0,BurningKnight.level.entities.chest.GlassChest.PostInit()
Long Method,BurningKnight.level.entities.chest.GlassChest.Render,0,BurningKnight.level.entities.chest.GlassChest.Render()
Long Method,BurningKnight.level.entities.chest.ProtoChest.AddComponents,1,BurningKnight.level.entities.chest.ProtoChest.AddComponents()
Long Method,BurningKnight.level.entities.chest.WoodenChest.GetSprite,0,BurningKnight.level.entities.chest.WoodenChest.GetSprite()
Long Method,BurningKnight.level.entities.Claw.SimpleRender,0,BurningKnight.level.entities.Claw.SimpleRender(bool)
Long Method,BurningKnight.level.entities.Claw.Update,0,BurningKnight.level.entities.Claw.Update(float)
Long Method,BurningKnight.level.entities.ContinueRun.ContinueRun,0,BurningKnight.level.entities.ContinueRun.ContinueRun()
Long Method,BurningKnight.level.entities.DailySign.GetTime,0,BurningKnight.level.entities.DailySign.GetTime(TimeSpan)
Long Method,BurningKnight.level.entities.decor.BurningStatue.Interact,3,BurningKnight.level.entities.decor.BurningStatue.Interact(Lens.entity.Entity)
Long Method,BurningKnight.level.entities.decor.Torch.AddComponents,0,BurningKnight.level.entities.decor.Torch.AddComponents()
Long Method,BurningKnight.level.entities.decor.Tree.Save,0,BurningKnight.level.entities.decor.Tree.Save(Lens.util.file.FileWriter)
Long Method,BurningKnight.level.entities.decor.WallTorch.AddComponents,0,BurningKnight.level.entities.decor.WallTorch.AddComponents()
Long Method,BurningKnight.level.entities.decor.WallTorch.Update,1,BurningKnight.level.entities.decor.WallTorch.Update(float)
Long Method,BurningKnight.level.entities.Exit.Interact,2,BurningKnight.level.entities.Exit.Interact(Lens.entity.Entity)
Long Method,BurningKnight.level.entities.exit.ShortcutExit.RenderImDebug,0,BurningKnight.level.entities.exit.ShortcutExit.RenderImDebug()
Long Method,BurningKnight.level.entities.HiddenEntrance.Interact,1,BurningKnight.level.entities.HiddenEntrance.Interact(Lens.entity.Entity)
Long Method,BurningKnight.level.entities.HiddenExit.AddComponents,0,BurningKnight.level.entities.HiddenExit.AddComponents()
Long Method,BurningKnight.level.entities.machine.Charger.Break,0,BurningKnight.level.entities.machine.Charger.Break(bool)
Long Method,BurningKnight.level.entities.Sign.Save,0,BurningKnight.level.entities.Sign.Save(Lens.util.file.FileWriter)
Long Method,BurningKnight.level.entities.StatDisplay.Save,0,BurningKnight.level.entities.StatDisplay.Save(Lens.util.file.FileWriter)
Long Method,BurningKnight.level.entities.StatDisplay.Update,0,BurningKnight.level.entities.StatDisplay.Update(float)
Long Method,BurningKnight.level.entities.statue.WarriorStatue.CanInteract,0,BurningKnight.level.entities.statue.WarriorStatue.CanInteract(Lens.entity.Entity)
Long Method,BurningKnight.level.floors.GeometryFloor.Paint,1,"BurningKnight.level.floors.GeometryFloor.Paint(BurningKnight.level.Level, BurningKnight.level.rooms.RoomDef, BurningKnight.util.geometry.Rect, bool)"
Long Method,BurningKnight.level.HalfProjectileBodyComponent.Check,0,"BurningKnight.level.HalfProjectileBodyComponent.Check(BurningKnight.level.Level, int, int)"
Long Method,BurningKnight.level.HalfProjectileBodyComponent.RecreateChunk,2,"BurningKnight.level.HalfProjectileBodyComponent.RecreateChunk(int, int)"
Long Method,BurningKnight.level.HalfProjectileLevel.AddComponents,0,BurningKnight.level.HalfProjectileLevel.AddComponents()
Long Method,BurningKnight.level.HalfProjectileLevel.ShouldCollide,0,BurningKnight.level.HalfProjectileLevel.ShouldCollide(Lens.entity.Entity)
Long Method,BurningKnight.level.HalfWall.AddComponents,0,BurningKnight.level.HalfWall.AddComponents()
Long Method,BurningKnight.level.HalfWallBodyComponent.Check,0,"BurningKnight.level.HalfWallBodyComponent.Check(BurningKnight.level.Level, int, int)"
Long Method,BurningKnight.level.HalfWallBodyComponent.RecreateChunk,2,"BurningKnight.level.HalfWallBodyComponent.RecreateChunk(int, int)"
Long Method,BurningKnight.level.Level.AddComponents,0,BurningKnight.level.Level.AddComponents()
Long Method,BurningKnight.level.Level.Animate,1,"BurningKnight.level.Level.Animate(Lens.entity.Area, int, int)"
Long Method,BurningKnight.level.Level.Break,0,"BurningKnight.level.Level.Break(float, float)"
Long Method,BurningKnight.level.Level.BSet,0,"BurningKnight.level.Level.BSet(int, int)"
Long Method,BurningKnight.level.Level.CalcChasmIndex,0,"BurningKnight.level.Level.CalcChasmIndex(int, int)"
Long Method,BurningKnight.level.Level.CalcWallIndex,0,"BurningKnight.level.Level.CalcWallIndex(int, int)"
Long Method,BurningKnight.level.Level.CalcWallSide,0,"BurningKnight.level.Level.CalcWallSide(int, int)"
Long Method,BurningKnight.level.Level.CalcWallTopIndex,0,"BurningKnight.level.Level.CalcWallTopIndex(int, int)"
Long Method,BurningKnight.level.Level.CheckFlag,0,"BurningKnight.level.Level.CheckFlag(int, int)"
Long Method,"BurningKnight.level.Level.CheckFlag(int, int, int)",0,"BurningKnight.level.Level.CheckFlag(int, int, int)"
Long Method,BurningKnight.level.Level.CheckFor,0,"BurningKnight.level.Level.CheckFor(int, int, int, bool)"
Long Method,BurningKnight.level.Level.CreateBody,0,BurningKnight.level.Level.CreateBody()
Long Method,BurningKnight.level.Level.CreateDestroyableBody,0,BurningKnight.level.Level.CreateDestroyableBody()
Long Method,BurningKnight.level.Level.CreatePassable,0,BurningKnight.level.Level.CreatePassable(bool)
Long Method,BurningKnight.level.Level.Destroy,0,BurningKnight.level.Level.Destroy()
Long Method,BurningKnight.level.Level.Fill,0,BurningKnight.level.Level.Fill(BurningKnight.level.tile.Tile)
Long Method,BurningKnight.level.Level.FromIndexX,0,BurningKnight.level.Level.FromIndexX(int)
Long Method,BurningKnight.level.Level.FromIndexY,0,BurningKnight.level.Level.FromIndexY(int)
Long Method,BurningKnight.level.Level.Get,0,"BurningKnight.level.Level.Get(int, bool)"
Long Method,"BurningKnight.level.Level.Get(int, int, bool)",0,"BurningKnight.level.Level.Get(int, int, bool)"
Long Method,BurningKnight.level.Level.GetDepthString,0,BurningKnight.level.Level.GetDepthString(bool)
Long Method,BurningKnight.level.Level.GetFilling,0,BurningKnight.level.Level.GetFilling()
Long Method,BurningKnight.level.Level.GetMusic,0,BurningKnight.level.Level.GetMusic()
Long Method,BurningKnight.level.Level.GetPadding,0,BurningKnight.level.Level.GetPadding()
Long Method,BurningKnight.level.Level.GetRenderBottom,0,BurningKnight.level.Level.GetRenderBottom(Lens.util.camera.Camera)
Long Method,BurningKnight.level.Level.GetRenderLeft,0,BurningKnight.level.Level.GetRenderLeft(Lens.util.camera.Camera)
Long Method,BurningKnight.level.Level.GetRenderRight,0,BurningKnight.level.Level.GetRenderRight(Lens.util.camera.Camera)
